manual_species,count,contributing_species_split,species_split_english,not_a_species_but_a,resolved_order,resolved_family,resolved_genus,resolved_species,resolved_scientific_name,common_name_text,common_name_language,manually_resolved,needs_manual_review,review_reason,match_level,sead_common_name,sead_species_name,kingdom,gbif_usage_key,gbif_canonical_name,gbif_rank,gbif_match_type,gbif_confidence,gbif_url,latin_text,ambiguous_genus_candidates,gbif_source,gbif_genus,gbif_family,gbif_order,gbif_kingdom,gbif_candidate,taxonomy_changes_needed
nate,2,nate,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Groenlandia, Potamogeton","genus (suffix, ambiguous)",,,,,,,,,,nate,"Groenlandia, Potamogeton",,,,,,,
råglosta,2,råglosta,Cheat,,Poales,Poaceae,Bromus,secalinus,Bromus secalinus,råglosta,2.0,,False,,species (common name),råglosta,Bromus secalinus,Plantae,2703717.0,Bromus secalinus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2703717,råglosta,,carried-over (species_split_taxa_gbif_matches.csv),Bromus,Poaceae,Poales,Plantae,Bromus secalinus,new Swedish common name 'råglosta'
try,2,try,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Lonicera, Weigela","genus (suffix, ambiguous)",,,,,,,,,,try,"Lonicera, Weigela",,,,,,,
vikaresäl,2,vikaresäl,Arctic Ringed Seal,,Carnivora,Phocidae,Pusa,hispida,Pusa hispida,vikaresäl,2.0,,False,,animal (common name),vikaresäl,Pusa hispida,Animalia,5219369.0,Pusa hispida,SPECIES,EXACT,100.0,https://www.gbif.org/species/5219369,vikaresäl,,carried-over (species_split_taxa_gbif_matches.csv),Pusa,Phocidae,Carnivora,Animalia,Pusa hispida,new order 'Carnivora'; new family 'Phocidae'; new genus 'Pusa'; new taxon 'Pusa hispida' (author_id NULL); new Swedish common name 'vikaresäl'
snärjmåra,2,snärjmåra,,,Gentianales,Rubiaceae,Galium,aparine var aparine,Galium aparine var aparine,snärjmåra,2.0,,False,,species (common name),snärjmåra,Galium aparine var aparine,Plantae,7474788.0,Galium aparine aparine,VARIETY,EXACT,100.0,https://www.gbif.org/species/7474788,snärjmåra,,carried-over (species_split_taxa_gbif_matches.csv),Galium,Rubiaceae,Gentianales,Plantae,Galium aparine var aparine,
brunskära,2,brunskära,Erect-bur-marigold,,Asterales,Asteraceae,Bidens,tripartita,Bidens tripartita,brunskära,2.0,,False,,species (common name),brunskära,Bidens tripartita,Plantae,5391862.0,Bidens tripartita,SPECIES,EXACT,99.0,https://www.gbif.org/species/5391862,brunskära,,carried-over (species_split_taxa_gbif_matches.csv),Bidens,Asteraceae,Asterales,Plantae,Bidens tripartita,"new taxon 'Bidens tripartita' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'brunskära'"
hirs,2,hirs,Brown Millet,,Poales,Poaceae,Panicum,miliaceum,Panicum miliaceum,hirs,2.0,,False,,species (common name),hirs,Panicum miliaceum,Plantae,2705090.0,Panicum miliaceum,SPECIES,EXACT,99.0,https://www.gbif.org/species/2705090,hirs,,carried-over (species_split_taxa_gbif_matches.csv),Panicum,Poaceae,Poales,Plantae,Panicum miliaceum,"new taxon 'Panicum miliaceum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hirs'"
fågel,2,fågel,,,Aves Indet.,Aves Indet. Indet.,Aves Indet. Indet. Indet.,Indet.,,fågel,2.0,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,fågel,,,,,,,,new everything
grönlandssäl,2,grönlandssäl,Foca Pia,,Carnivora,Phocidae,Pagophilus,groenlandicus,Pagophilus groenlandicus,grönlandssäl,2.0,,False,,animal (common name),grönlandssäl,Pagophilus groenlandicus,Animalia,2434801.0,Pagophilus groenlandicus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2434801,grönlandssäl,,carried-over (species_split_taxa_gbif_matches.csv),Pagophilus,Phocidae,Carnivora,Animalia,Pagophilus groenlandicus,new order 'Carnivora'; new family 'Phocidae'; new genus 'Pagophilus'; new taxon 'Pagophilus groenlandicus' (author_id NULL); new Swedish common name 'grönlandssäl'
idisslare,2,idisslare,,,Artiodactyla,Artiodactyla indet,Artiodactyla indet indet,indet.,Artiodactyla indet indet indet.,idisslare,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Animalia,159939909.0,Ruminantia,SUBORDER,VERNACULAR,,,idisslare,,species/search (vernacular),,,Artiodactyla,Animalia,,new order 'Artiodactyla'; new family 'Artiodactyla indet'; new genus 'Artiodactyla indet indet'; new taxon 'Artiodactyla indet indet indet.' (author_id NULL); new Swedish common name 'idisslare'
cf fraxinus sp,2,cf fraxinus sp,Ash,,Lamiales,Oleaceae,Fraxinus,sp.,Fraxinus sp.,Ash,1.0,,False,,genus (latin),,,Plantae,3172323.0,Fraxinus,GENUS,EXACT,96.0,https://www.gbif.org/species/3172323,fraxinus,,carried-over (species_split_taxa_gbif_matches.csv),Fraxinus,Oleaceae,Lamiales,Plantae,Fraxinus,new English common name 'Ash'
pärlhavre,2,pärlhavre,Tall Oatgrass,,Poales,Poaceae,Arrhenatherum,elatius ssp bulbosus,Arrhenatherum elatius ssp bulbosus,pärlhavre,2.0,TRUE,True,weak GBIF match (FUZZY),species (common name),pärlhavre,Arrhenatherum elatius ssp bulbosus,Plantae,7987633.0,Arrhenatherum elatius bulbosum,SUBSPECIES,FUZZY,96.0,https://www.gbif.org/species/7987633,pärlhavre,,carried-over (species_split_taxa_gbif_matches.csv),Arrhenatherum,Poaceae,Poales,Plantae,Arrhenatherum elatius ssp bulbosus,"new taxon 'Arrhenatherum elatius ssp bulbosus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'pärlhavre'"
cf corylus avellana,1,cf corylus avellana,Barcelona-nuts,,Fagales,Corylaceae,Corylus,avellana,Corylus avellana,Barcelona-nuts,1.0,,False,,species (latin),,Corylus avellana,Plantae,2875979.0,Corylus avellana,SPECIES,EXACT,99.0,,corylus avellana,,species/match,Corylus,Betulaceae,Fagales,Plantae,Corylus avellana,"new taxon 'Corylus avellana' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new English common name 'Barcelona-nuts'"
aborrskinn,1,aborrskinn,Eurasian perch,,Perciformes,Percidae,Perca,fluviatilis,Perca fluviatilis,aborrskinn,2.0,,False,,animal (common name),aborrskinn,Perca fluviatilis,Animalia,8140485.0,Perca fluviatilis,SPECIES,EXACT,100.0,https://www.gbif.org/species/8140485,aborrskinn,,carried-over (species_split_taxa_gbif_matches.csv),Perca,Percidae,Perciformes,Animalia,Perca fluviatilis,new order 'Perciformes'; new family 'Percidae'; new genus 'Perca'; new taxon 'Perca fluviatilis' (author_id NULL); new Swedish common name 'aborrskinn'
brännässla,1,brännässla,,,Rosales,Urticaceae,Urtica,dioica ssp dioica var dioica,Urtica dioica ssp dioica var dioica,brännässla,2.0,,False,,species (common name),brännässla,Urtica dioica ssp dioica var dioica,Plantae,7300700.0,Urtica dioica dioica,VARIETY,EXACT,100.0,https://www.gbif.org/species/7300700,brännässla,,carried-over (species_split_taxa_gbif_matches.csv),Urtica,Urticaceae,Rosales,Plantae,Urtica dioica ssp dioica var dioica,
agn?,1,agn,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,agn,,,,,,,,
avenbok,1,avenbok,Caucasian Hornbeam,,Fagales,Corylaceae,Carpinus,betulus,Carpinus betulus,avenbok,2.0,,False,,species (common name),avenbok,Carpinus betulus,Plantae,2875818.0,Carpinus betulus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2875818,avenbok,,carried-over (species_split_taxa_gbif_matches.csv),Carpinus,Betulaceae,Fagales,Plantae,Carpinus betulus,"new taxon 'Carpinus betulus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'avenbok'"
bergssyra,1,bergssyra,,,Caryophyllales,Polygonaceae,Rumex,acetosella ssp acetosella,Rumex acetosella ssp acetosella,bergsyra,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Plantae,160025141.0,Rumex acetosella,SPECIES,VERNACULAR,,,bergssyra,,species/search (vernacular),Rumex,Polygonaceae,Caryophyllales,Plantae,,
bitterpilört,1,bitterpilört,Marshpepper Knotweed,,Caryophyllales,Polygonaceae,Persicaria,hydropiper,Persicaria hydropiper,bitterpilört,2.0,,False,,species (common name),bitterpilört,Persicaria hydropiper,Plantae,8323622.0,Persicaria hydropiper,SPECIES,EXACT,99.0,https://www.gbif.org/species/8323622,bitterpilört,,carried-over (species_split_taxa_gbif_matches.csv),Persicaria,Polygonaceae,Caryophyllales,Plantae,Persicaria hydropiper,"new taxon 'Persicaria hydropiper' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'bitterpilört'"
bivax?,1,bivax,,move to material??,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,bivax,,,,,,,,
blandmaterial?,1,blandmaterial,,description,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,blandmaterial,,,,,,,,
humle,1,humle,Bine,,Rosales,Cannabaceae,Humulus,lupulus,Humulus lupulus,humle,2.0,,False,,species (common name),humle,Humulus lupulus,Plantae,2984535.0,Humulus lupulus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2984535,humle,,carried-over (species_split_taxa_gbif_matches.csv),Humulus,Cannabaceae,Rosales,Plantae,Humulus lupulus,new Swedish common name 'humle'
horn?,1,horn,,move to material??,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,horn,,,,,,,,
hjortron,1,hjortron,Bake-apple,,Rosales,Rosaceae,Rubus,chamaemorus,Rubus chamaemorus,hjortron,2.0,,False,,species (common name),hjortron,Rubus chamaemorus,Plantae,2998290.0,Rubus chamaemorus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2998290,hjortron,,carried-over (species_split_taxa_gbif_matches.csv),Rubus,Rosaceae,Rosales,Plantae,Rubus chamaemorus,"new taxon 'Rubus chamaemorus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hjortron'"
hampa,1,hampa,Grass,,Rosales,Cannabaceae,Cannabis,sativa,Cannabis sativa,hampa,2.0,,False,,species (common name),hampa,Cannabis sativa,Plantae,5361880.0,Cannabis sativa,SPECIES,EXACT,100.0,https://www.gbif.org/species/5361880,hampa,,carried-over (species_split_taxa_gbif_matches.csv),Cannabis,Cannabaceae,Rosales,Plantae,Cannabis sativa,"new taxon 'Cannabis sativa' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hampa'"
gåsört,1,gåsört,Silverweed Cinquefoil,,Rosales,Rosaceae,Argentina,anserina ssp anserina,Argentina anserina ssp anserina,gåsört,2.0,,False,,species (common name),gåsört,Argentina anserina ssp anserina,Plantae,7272211.0,Argentina anserina anserina,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7272211,gåsört,,carried-over (species_split_taxa_gbif_matches.csv),Argentina,Rosaceae,Rosales,Plantae,Argentina anserina ssp anserina,
furu,1,furu,,,Pinales,Pinaceae,Pinus,sylvestris var sylvestris,Pinus sylvestris var sylvestris,tall,2.0,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,furu,,,,,,,,
fårlort?,1,fårlort,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,fårlort,,,,,,,,
gnagare,1,gnagare,Rodent,,Rodentia,Rodentia indet,Rodentia indet indet,indet.,Rodentia indet indet indet.,gnagare,2.0,,False,,animal (order),gnagare,,Animalia,1459.0,Rodentia,ORDER,EXACT,96.0,https://www.gbif.org/species/1459,gnagare,,carried-over (species_split_taxa_gbif_matches.csv),,,Rodentia,Animalia,Rodentia,new order 'Rodentia'; new family 'Rodentia indet'; new genus 'Rodentia indet indet'; new taxon 'Rodentia indet indet indet.' (author_id NULL); new Swedish common name 'gnagare'
fågelbär,1,fågelbär,Gean Cherry,,Rosales,Rosaceae,Prunus,avium,Prunus avium,fågelbär,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Plantae,160021192.0,Prunus avium,SPECIES,VERNACULAR,,,fågelbär,,species/search (vernacular),Prunus,Rosaceae,Rosales,Plantae,,new taxon 'Avium' (author_id NULL); new Swedish common name 'fågelbär'
cf betula sp,1,cf betula sp,Birch,,Fagales,Betulaceae,Betula,sp.,Betula sp.,Birch,1.0,,False,,genus (latin),,,Plantae,2875008.0,Betula,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2875008,betula,,carried-over (species_split_taxa_gbif_matches.csv),Betula,Betulaceae,Fagales,Plantae,Betula,new English common name 'Birch'
cf avena sp,1,cf avena sp,Oat,,Poales,Poaceae,Avena,sp.,Avena sp.,Oat,1.0,,False,,genus (latin),,,Plantae,2705282.0,Avena,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2705282,avena,,carried-over (species_split_taxa_gbif_matches.csv),Avena,Poaceae,Poales,Plantae,Avena,new English common name 'Oat'
cf populus sp,1,cf populus sp,"Aspen, Cottonwood, Poplar",,Salicales,Salicaceae,Populus,sp.,Populus sp.,"Aspen, Cottonwood, Poplar",1.0,,False,,genus (latin),,,Plantae,3040183.0,Populus,GENUS,EXACT,96.0,https://www.gbif.org/species/3040183,populus,,carried-over (species_split_taxa_gbif_matches.csv),Populus,Salicaceae,Malpighiales,Plantae,Populus,"new English common name 'Aspen, Cottonwood, Poplar'"
dicoccum,1,dicoccum,,,Poales,Poaceae,Triticum,dicoccum,,,,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,dicoccum,,,,,,,,No common name
cyperaceae,1,cyperaceae,Sedge,,Poales,Cyperaceae,Cyperaceae,indet.,Cyperaceae indet.,Sedge,1.0,,False,,genus (latin),,,Plantae,7708.0,Cyperaceae,FAMILY,EXACT,96.0,https://www.gbif.org/species/7708,cyperaceae,,carried-over (species_split_taxa_gbif_matches.csv),,Cyperaceae,Poales,Plantae,Cyperaceae,new English common name 'Sedge'
dinkel,1,dinkel,,,Poales,Poaceae,Triticum,spelta,Triticum spelta,dinkel,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Plantae,159501969.0,Triticum spelta,SPECIES,VERNACULAR,,,dinkel,,species/search (vernacular),Triticum,Poaceae,Poales,Plantae,,new Swedish common name 'dinkel'
dån,1,dån,,,Lamiales,Lamiaceae,Galeopsis,spp.,Galeopsis sp.,dån,2.0,TRUE,True,"ambiguous genus suffix match, candidates: Galeopsis, Leucas; weak GBIF match (VERNACULAR)","genus (suffix, ambiguous)",,,Plantae,160016506.0,Galeopsis,GENUS,VERNACULAR,,,dån,"Galeopsis, Leucas",species/search (vernacular),Galeopsis,Lamiaceae,Lamiales,Plantae,,new Swedish common name 'dån'
iris,1,iris,Iris,,Asparagales,Iridaceae,Iris,indet.,Iris indet.,Iris,1.0,,False,,genus (latin),,,Plantae,2748017.0,Iris,GENUS,EXACT,96.0,https://www.gbif.org/species/2748017,iris,,carried-over (species_split_taxa_gbif_matches.csv),Iris,Iridaceae,Asparagales,Plantae,Iris,new taxon 'Iris indet.' (author_id NULL); new English common name 'Iris'
jlvträd?,1,jlvträd,,description,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,jlvträd,,,,,,,,
hägg,1,hägg,,,Rosales,Rosaceae,Prunus,padus ssp padus,Prunus padus ssp padus,hägg,2.0,,False,,species (common name),hägg,Prunus padus ssp padus,Plantae,8006007.0,Prunus padus padus,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/8006007,hägg,,carried-over (species_split_taxa_gbif_matches.csv),Prunus,Rosaceae,Rosales,Plantae,Prunus padus ssp padus,
höna,1,höna,Domestic Chicken,,Galliformes,Phasianidae,Gallus,gallus domesticus,Gallus gallus domesticus,höna,2.0,,False,,animal (common name),höna,Gallus gallus domesticus,Animalia,9457155.0,Gallus gallus domesticus,FORM,EXACT,99.0,https://www.gbif.org/species/9457155,höna,,carried-over (species_split_taxa_gbif_matches.csv),Gallus,Phasianidae,Galliformes,Animalia,Gallus gallus domesticus,new order 'Galliformes'; new family 'Phasianidae'; new genus 'Gallus'; new taxon 'Gallus gallus domesticus' (author_id NULL); new Swedish common name 'höna'
murgröna,1,murgröna,Common Ivy,,Apiales,Araliaceae,Hedera,helix,Hedera helix,murgröna,2.0,,False,,species (common name),murgröna,Hedera helix,Plantae,8351737.0,Hedera helix,SPECIES,EXACT,99.0,https://www.gbif.org/species/8351737,murgröna,,carried-over (species_split_taxa_gbif_matches.csv),Hedera,Araliaceae,Apiales,Plantae,Hedera helix,"new taxon 'Hedera helix' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'murgröna'"
mört,1,mört,Common Roach,,Cypriniformes,Cyprinidae,Rutilus,rutilus,Rutilus rutilus,mört,2.0,,False,,animal (common name),mört,Rutilus rutilus,Animalia,2359706.0,Rutilus rutilus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2359706,mört,,carried-over (species_split_taxa_gbif_matches.csv),Rutilus,Cyprinidae,Cypriniformes,Animalia,Rutilus rutilus,new order 'Cypriniformes'; new family 'Cyprinidae'; new genus 'Rutilus'; new taxon 'Rutilus rutilus' (author_id NULL); new Swedish common name 'mört'
nypon,1,nypon,,,Rosales,Rosaceae,Rosa,dumalis,,nyponros,2.0,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,nypon,,,,,,,,new Swedish common name 'nyponros'
ogräs,1,ogräs,,pseduospecies,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank,,,,,,,,,,,ogräs,,,,,,,,
matrester?,1,brända matrester,,description,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,matrester,,,,,,,,
mossa,1,mossa,,description,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank,,,,,,,,,,,mossa,,,,,,,,
häst eller nötkreatur?,1,häst eller nötkreatur,,pseduospecies,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,häst eller nötkreatur,,,,,,,häst eller nötkreatur,
korgblommiga växter,1,korgblommiga växter,,,Asterales,Asteraceae,Asteraceae Indet.,Indet.,,korgblommiga växter,2.0,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,korgblommiga växter,,,,,,,korgblommiga växter,new genus 'Asteraceae Indet.'; new taxon 'indet.' (author_id NULL); new Swedish common name 'korgblommiga växter'
lager?,1,lager,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,lager,,,,,,,,
kärrsköldpadda,1,kärrsköldpadda,European Pond Terrapin,,,Emydidae,Emys,orbicularis,Emys orbicularis,kärrsköldpadda,2.0,,False,,animal (common name),kärrsköldpadda,Emys orbicularis,Animalia,8909809.0,Emys orbicularis,SPECIES,EXACT,100.0,https://www.gbif.org/species/8909809,kärrsköldpadda,,carried-over (species_split_taxa_gbif_matches.csv),Emys,Emydidae,,Animalia,Emys orbicularis,new family 'Emydidae'; new genus 'Emys'; new taxon 'Emys orbicularis' (author_id NULL); new Swedish common name 'kärrsköldpadda'
lamm,1,lamm,Domestic Sheep,,Artiodactyla,Bovidae,Ovis,aries,Ovis aries,lamm,2.0,,False,,animal (common name),lamm,Ovis aries,Animalia,2441110.0,Ovis aries,SPECIES,EXACT,99.0,https://www.gbif.org/species/2441110,lamm,,carried-over (species_split_taxa_gbif_matches.csv),Ovis,Bovidae,Artiodactyla,Animalia,Ovis aries,new order 'Artiodactyla'; new family 'Bovidae'; new genus 'Ovis'; new taxon 'Ovis aries' (author_id NULL); new Swedish common name 'lamm'
markvegetation?,1,bränd markvegetation,,pseduospecies,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,markvegetation,,,,,,,,
revormstörel,1,revormstörel,Madwoman's Milk,,Malpighiales,Euphorbiaceae,Euphorbia,helioscopia,Euphorbia helioscopia,revormstörel,2.0,,False,,species (common name),revormstörel,Euphorbia helioscopia,Plantae,3066367.0,Euphorbia helioscopia,SPECIES,EXACT,99.0,https://www.gbif.org/species/3066367,revormstörel,,carried-over (species_split_taxa_gbif_matches.csv),Euphorbia,Euphorbiaceae,Malpighiales,Plantae,Euphorbia helioscopia,"new taxon 'Euphorbia helioscopia' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'revormstörel'"
ramslök,1,ramslök,,,Apiales,Araliaceae,Allium,ursinum,Allium ursinum,ramslök,2.0,,False,,species (common name),ramslök,Allium ursinum,Plantae,2857601.0,Allium ursinum,SPECIES,EXACT,100.0,https://www.gbif.org/species/2857601,ramslök,,carried-over (species_split_taxa_gbif_matches.csv),Allium,Amaryllidaceae,Asparagales,Plantae,Allium ursinum,"new taxon 'Allium ursinum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'ramslök'"
palsternacka,1,palsternacka,Wild Parsnip,,Apiales,Apiaceae,Pastinaca,sativa var sativa,Pastinaca sativa var sativa,palsternacka,2.0,,False,,species (common name),palsternacka,Pastinaca sativa var sativa,Plantae,7508930.0,Pastinaca sativa sativa,VARIETY,EXACT,100.0,https://www.gbif.org/species/7508930,palsternacka,,carried-over (species_split_taxa_gbif_matches.csv),Pastinaca,Apiaceae,Apiales,Plantae,Pastinaca sativa var sativa,
poaceae indet,1,poaceae indet,Cereal,,Poales,Poaceae,Poaceae,indet.,Poaceae indet.,Cereal,1.0,,False,,genus (latin),,,Plantae,3073.0,Poaceae,FAMILY,EXACT,96.0,https://www.gbif.org/species/3073,poaceae,,carried-over (species_split_taxa_gbif_matches.csv),,Poaceae,Poales,Plantae,Poaceae,new English common name 'Cereal'
stamknöl,1,stamknöl,,,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank,,,,,,,,,,,stamknöl,,,,,,,,
staeefrukter?,1,staeefrukter,,pseduospecies,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping,,,,,,,,,,,staeefrukter,,,,,,,,
skogsolvon,1,skogsolvon,,,Dipsacales,Viburnaceae,Viburnum,opulus,Viburnum opulus,skogsolvon,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Plantae,160014689.0,Viburnum opulus,SPECIES,VERNACULAR,,,skogsolvon,,species/search (vernacular),Viburnum,Viburnaceae,Dipsacales,Plantae,,new family 'Viburnaceae'; new taxon 'Viburnum opulus' (author_id NULL); new Swedish common name 'skogsolvon'
stål,1,stål,,move to material??,Indet.,Indet.,Indet.,indet.,,,,PENDING,True,no GBIF or SEAD match at any rank,,,,,,,,,,,stål,,,,,,,,
sik,1,sik,Bourget Whitefish,,Salmoniformes,Salmonidae,Coregonus,lavaretus,Coregonus lavaretus,sik,2.0,,False,,animal (common name),sik,Coregonus lavaretus,Animalia,2351211.0,Coregonus lavaretus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2351211,sik,,carried-over (species_split_taxa_gbif_matches.csv),Coregonus,Salmonidae,Salmoniformes,Animalia,Coregonus lavaretus,new order 'Salmoniformes'; new family 'Salmonidae'; new genus 'Coregonus'; new taxon 'Coregonus lavaretus' (author_id NULL); new Swedish common name 'sik'
rosoideae,1,rosoideae,,,Rosales,Rosaceae,Rosaceae,indet.,,,,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,rosoideae,,,,,,,,No common name
rosväxt,1,rosväxt,,,Rosales,Rosaceae,Rosaceae,indet.,,,,TRUE,True,no GBIF or SEAD match at any rank,,,,,,,,,,,rosväxt,,,,,,,,No common name
skogskornell,1,skogskornell,Bloodtwig dogwood,,Cornales,Cornaceae,Cornus,sanguinea,Cornus sanguinea,skogskornell,2.0,,False,,species (common name),skogskornell,Cornus sanguinea,Plantae,3082234.0,Cornus sanguinea,SPECIES,EXACT,99.0,https://www.gbif.org/species/3082234,skogskornell,,carried-over (species_split_taxa_gbif_matches.csv),Cornus,Cornaceae,Cornales,Plantae,Cornus sanguinea,"new taxon 'Cornus sanguinea' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'skogskornell'"
småsnärja,1,småsnärja,,,Scytosiphonales,Scytosiphonaceae,Scytosiphon,lomentaria,Scytosiphon lomentaria,småsnärja,2.0,TRUE,True,weak GBIF match (VERNACULAR),gbif only (no prior SEAD anchor),,,Chromista,160001692.0,Scytosiphon lomentaria,SPECIES,VERNACULAR,,,småsnärja,,species/search (vernacular),Scytosiphon,Scytosiphonaceae,Scytosiphonales,Chromista,,new order 'Scytosiphonales'; new family 'Scytosiphonaceae'; new genus 'Scytosiphon'; new taxon 'Scytosiphon indet.' (author_id NULL); new Swedish common name 'småsnärja'
skräppa,1,skräppa,Dock,,Caryophyllales,Polygonaceae,Rumex,sp.,Rumex sp.,skräppa,2.0,,False,,genus (suffix-inferred),,,Plantae,2888942.0,Rumex,GENUS,EXACT,96.0,https://www.gbif.org/species/2888942,skräppa,,carried-over (species_split_taxa_gbif_matches.csv),Rumex,Polygonaceae,Caryophyllales,Plantae,Rumex,new Swedish common name 'skräppa'
smörblomma,1,smörblomma,tall buttercup,,Ranunculales,Ranunculaceae,Ranunculus,acris ssp acris,Ranunculus acris ssp acris,smörblomma,2.0,,False,,species (common name),smörblomma,Ranunculus acris ssp acris,Plantae,7277719.0,Ranunculus acris acris,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7277719,smörblomma,,carried-over (species_split_taxa_gbif_matches.csv),Ranunculus,Ranunculaceae,Ranunculales,Plantae,Ranunculus acris ssp acris,
räv,1,räv,American Cross Fox,,Carnivora,Canidae,Vulpes,vulpes,Vulpes vulpes,räv,2.0,,False,,animal (common name),räv,Vulpes vulpes,Animalia,5219243.0,Vulpes vulpes,SPECIES,EXACT,100.0,https://www.gbif.org/species/5219243,räv,,carried-over (species_split_taxa_gbif_matches.csv),Vulpes,Canidae,Carnivora,Animalia,Vulpes vulpes,new order 'Carnivora'; new family 'Canidae'; new genus 'Vulpes'; new taxon 'Vulpes vulpes' (author_id NULL); new Swedish common name 'räv'
tibast,1,tibast,February Daphne,,Malvales,Thymelaeaceae,Daphne,mezereum,Daphne mezereum,tibast,2.0,,False,,species (common name),tibast,Daphne mezereum,Plantae,5420852.0,Daphne mezereum,SPECIES,EXACT,99.0,https://www.gbif.org/species/5420852,tibast,,carried-over (species_split_taxa_gbif_matches.csv),Daphne,Thymelaeaceae,Malvales,Plantae,Daphne mezereum,"new taxon 'Daphne mezereum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'tibast'"
