author_raw,author_parsed,needs_review,flag_reason
Göran Wertwein,Göran Wertwein,True,no_comma
"Göthberg, Anders","Göthberg, A.",False,
"Göthberg, H., Forenius, S. & Karlenby, L.","Göthberg, H., Forenius, S. & Karlenby, L.",False,
"Göthberg, H., Kyhlberg, O & Vinberg, A","Göthberg, H., Kyhlberg, O. & Vinberg, A.",False,
"Göthberg, H., Qviström, L. Ölund, A.","Göthberg, H., Qviström, L. Ölund, A",True,odd_tokens
"Göthberg, Hans","Göthberg, H.",False,
"Göthberg, Hans & Franzén, Britt-Marie","Göthberg, H. & Franzén, B.",False,
"Göthberg, Hans & Holm, Jenny","Göthberg, H. & Holm, J.",False,
"Göthberg, Hans & Schütz, Berit","Göthberg, H. & Schütz, B.",False,
"Göthberg, Hans & Seiler, Qanton","Göthberg, H. & Seiler, Q.",False,
"Göthberg, Hans (red.)","Göthberg, H. (ed.)",False,editor
"Göthberg, Hans m fl","Göthberg, H. et al.",False,et_al
"Habbe, Ann-Marie","Habbe, A.",False,
"Hadevik, Claes & Gidlöf, Kristina","Hadevik, C. & Gidlöf, K.",False,
"Hadevik, Claes m fl","Hadevik, C. et al.",False,et_al
"Hagberg, Christoffer & Kjällquist, Mathilda","Hagberg, C. & Kjällquist, M.",False,
"Hagberg, Linus","Hagberg, L.",False,
"Hagberg, Linus & Lindberg, Sofia","Hagberg, L. & Lindberg, S.",False,
"Hagberg, Linus & Nilsson, Pia","Hagberg, L. & Nilsson, P.",False,
"Hagelqvist, Tony & Widenborg, Mats","Hagelqvist, T. & Widenborg, M.",False,
"Haglund, Lotten & Jansson, Kristina","Haglund, L. & Jansson, K.",False,
"Hallberg, Patrik","Hallberg, P.",False,
"Hallesjö, Maria","Hallesjö, M.",False,
"Hallesjö, Maria & Hamilton, John","Hallesjö, M. & Hamilton, J.",False,
Hallesjö. Maria,"Hallesjö, M.",False,no_comma
"Hallgren, Anna-Lena","Hallgren, A.",False,
"Hallgren, Anna-Lena & Frisk, Mattias","Hallgren, A. & Frisk, M.",False,
"Hallgren, Anna-Lena m fl","Hallgren, A. et al.",False,et_al
"Hallgren, F., Bergström, Å. & Larsson, Å","Hallgren, F., Bergström, Å. & Larsson, Å.",False,
"Hallgren, Fredrik","Hallgren, F.",False,
"Hallgren, Fredrik (red)","Hallgren, F. (ed.)",False,editor
"Haltiner Nordströ,, Susanne","Haltiner Nordströ, S.",False,
"Haltiner Nordström, Susanne","Haltiner Nordström, S.",False,
"Hamilton, J & Sieurin-Lönnqvist","Hamilton, J & Sieurin-Lönnqvist",True,odd_tokens
"Hamilton, J., Werthwein, G. & Grandin, L","Hamilton, J., Werthwein, G. & Grandin, L.",False,
"Hamilton, John","Hamilton, J.",False,
"Hamilton, John & Lindberg, Magnus","Hamilton, J. & Lindberg, M.",False,
"Hamilton, John & Östlund, Susanne","Hamilton, J. & Östlund, S.",False,
"Hammarstrand Dehman, K., Jansen, J. & Hanny S.","Hammarstrand Dehman, K., Jansen, J. & Hanny, S.",False,
"Hammarstrand Dehman, Karina & Edring, Anders","Hammarstrand Dehman, K. & Edring, A.",False,
"Hansson, Anders","Hansson, A.",False,
"Hansson, Jim & Sundberg, Karin","Hansson, J. & Sundberg, K.",False,
"Hansson, Krister & Celin, Ulf","Hansson, K. & Celin, U.",False,
"Hansson, M., Skoglund, P & Torstensdotter Åhlin, I","Hansson, M., Skoglund, P. & Torstensdotter Åhlin, I.",False,
"Hansson, Martin","Hansson, M.",False,
"Hansson, Pär","Hansson, P.",False,
"Harnesk, Nils","Harnesk, N.",False,
"Harrysson, I, Ranheden, H & Strucke, U","Harrysson, I., Ranheden, H. & Strucke, U.",False,
"Harrysson, I., Johansson, Å. Och Werthvein, G.","Harrysson, I., Johansson, Å. & Werthvein, G.",False,
"Harrysson, I., Magnusson, R. & Nelson, M","Harrysson, I., Magnusson, R. & Nelson, M.",False,
"Harrysson, Ingela","Harrysson, I.",False,
"Harrysson, Ingela m fl","Harrysson, I. et al.",False,et_al
"Hartzell, Lisa","Hartzell, L.",False,
"Hartzell, Lisa & Magnusson, Reidar","Hartzell, L. & Magnusson, R.",False,
"Hartzell, Liza","Hartzell, L.",False,
"Harysson, Ingela m fl","Harysson, I. et al.",False,et_al
"Hauptman Wahlgren, Katherine","Hauptman Wahlgren, K.",False,
"Hed Jacobsson, Anna","Hed Jacobsson, A.",False,
"Hed Jakobsson, Anna","Hed Jakobsson, A.",False,
"Hed Jakobsson, Anna & Lindblom, Cecilia","Hed Jakobsson, A. & Lindblom, C.",False,
"Hed Jakobsson, Anna m fl","Hed Jakobsson, A. et al.",False,et_al
"Hedenmalm, Barbro","Hedenmalm, B.",False,
"Hedlund, John","Hedlund, J.",False,
"Hedman, Anders","Hedman, A.",False,
"Hedman, Sven Donald","Hedman, S.",False,
"Hedval, Rickard","Hedval, R.",False,
"Hedvall, R., Molin, F., Nilsson, P & Sundberg, K","Hedvall, R., Molin, F., Nilsson, P. & Sundberg, K.",False,
"Hedvall, R., Nordström, A. Och Wallebom U","Hedvall, R., Nordström, A. & Wallebom, U.",False,
"Hedvall, Rickard","Hedvall, R.",False,
"Hedvall, Rickard & Konsmar, Annika","Hedvall, R. & Konsmar, A.",False,
"Hedvall, Rikard","Hedvall, R.",False,
"Hedvall, Rikard & Stenvall, Johan","Hedvall, R. & Stenvall, J.",False,
"Heimann, Curry","Heimann, C.",False,
"Heimer, O-, Ifverson, P. & Persson, J.","Heimer, O., Ifverson, P. & Persson, J.",False,
"Heimer, Olle","Heimer, O.",False,
"Heinerud, Jan & Bengtsson P G","Heinerud, Jan & Bengtsson P G",True,odd_tokens
"Heinerud, Jans","Heinerud, J.",False,
"Helander, Annika","Helander, A.",False,
"Helander, Annika & Zetterlund, Peter","Helander, A. & Zetterlund, P.",False,
"Helander, Christina","Helander, C.",False,
"Helander, Christina & Lindberg, Richard","Helander, C. & Lindberg, R.",False,
"Helander, Christina & Sköld, Katarina","Helander, C. & Sköld, K.",False,
Helena Hulth,Helena Hulth,True,no_comma
"Helgesson, Bertil","Helgesson, B.",False,
"Helgesson, Bertil & Wickberg, Ylva","Helgesson, B. & Wickberg, Y.",False,
"Helgesson, Bertil m. fl","Helgesson, B. et al.",False,et_al
"Helgesson, Charlotta","Helgesson, C.",False,
"Helgesson, Charlotta & Hägerman, Britt-Marie","Helgesson, C. & Hägerman, B.",False,
"Hellberg, Katarina","Hellberg, K.",False,
"Hellerström, Sven","Hellerström, S.",False,
"Hellgren, Mats","Hellgren, M.",False,
"Hellgren, Mats & Nordström, Willie","Hellgren, M. & Nordström, W.",False,
"Hellgren, Mats & Persson, Gösta","Hellgren, M. & Persson, G.",False,
"Hellström, Sven","Hellström, S.",False,
"Hembjer, Pernilla m fl","Hembjer, P. et al.",False,et_al
"Hemmendorff, Ove","Hemmendorff, O.",False,
"Hemmendorff, Ove*","Hemmendorff, O.",False,
"Henlander, Christina","Henlander, C.",False,
Hennius Andreas,Hennius Andreas,True,no_comma
"Hennius Andreas & Wehlin, Joakim","Hennius Andreas & Wehlin, Joakim",True,odd_tokens
"Hennius, A., Sjöling, E. & Prata, S","Hennius, A., Sjöling, E. & Prata, S.",False,
"Hennius, Andreas","Hennius, A.",False,
"Hennius, Andreas (red)","Hennius, A. (ed.)",False,editor
"Hennius, Andreas m fl","Hennius, A. et al.",False,et_al
"Hennius, Jonas Svensson","Hennius, J.",False,
"Henriksson ,Mikael","Henriksson, M.",False,
"Henriksson, Catharina","Henriksson, C.",False,
"Henriksson, Katarina","Henriksson, K.",False,
"Henriksson, Mikael","Henriksson, M.",False,
"Henriksson, Mikael & Björk, Tony","Henriksson, M. & Björk, T.",False,
"Henriksson, Mikael & Svensson, Andreas","Henriksson, M. & Svensson, A.",False,
"Henriksson, Mikael & Wickberg, Ylva","Henriksson, M. & Wickberg, Y.",False,
Henriksson. Mikael,"Henriksson, M.",False,no_comma
"Hernek, R., Jonsson, L., & Streiffert, J.","Hernek, R., Jonsson, L. & Streiffert, J.",False,
"Hernek, Robert","Hernek, R.",False,
"Hernek, Robert & Ortman, Oscar","Hernek, R. & Ortman, O.",False,
"Hernek, Robert & Ortman, Oscar (red)","Hernek, R. & Ortman, O. (ed.)",False,editor
"Hernkvist, Liiéa & Karlsson, Emma","Hernkvist, L. & Karlsson, E.",False,
"Hernqvist, Linnéa","Hernqvist, L.",False,
"Hildebrandt, Margareta","Hildebrandt, M.",False,
"Hinders, Nathalie","Hinders, N.",False,
"Hinnerson Berglund, Maria & Wennstedt Edvinger, Br","Hinnerson Berglund, M. & Wennstedt Edvinger, B.",False,
"Hjolhman, Birgitta","Hjolhman, B.",False,
"Hjuhammar, Marcus & Sundberg, Karin","Hjuhammar, M. & Sundberg, K.",False,
"Hjulhammar, Magnus","Hjulhammar, M.",False,
"Hjulström, Björn","Hjulström, B.",False,
"Hjärthner-Holdar, E.,Ogenhall, E. & Willim, A.","Hjärthner-Holdar, E., Ogenhall, E. & Willim, A.",False,
"Hjärthner-Holdar, Eva","Hjärthner-Holdar, E.",False,
"Hjärthner-Holdar, Eva & Kresten, Peter","Hjärthner-Holdar, E. & Kresten, P.",False,
"Hjärthner-Holdar, Eva & Larsson, Lena","Hjärthner-Holdar, E. & Larsson, L.",False,
"Hjärthner-Holdar, Eva & Ullén, Inga","Hjärthner-Holdar, E. & Ullén, I.",False,
"Hoffman, Christian","Hoffman, C.",False,
"Hoffman, Christian & Carlsson, Dan","Hoffman, C. & Carlsson, D.",False,
"Hoffman, Daniel & Carlsson, Dan","Hoffman, D. & Carlsson, D.",False,
"Holback, Torbjörn","Holback, T.",False,
"Holback, Torbjörn & Linberg, Karl-Fredrik","Holback, T. & Linberg, K.",False,
"Holback, Torbjörn J.","Holback, T.",False,
"Holback, Torbjörn, J.","Holback, Torbjörn, J",True,odd_tokens
"Holgersson, Kenth","Holgersson, K.",False,
"Holm, Jenny","Holm, J.",False,
"Holm, Jenny & Lindgren, Christina","Holm, J. & Lindgren, C.",False,
"Holm, Jenny & Magnusson, Reidar","Holm, J. & Magnusson, R.",False,
"Holm, Jenny & Runesson, Henrik","Holm, J. & Runesson, H.",False,
"Holm, Jenny & Thorsberg, Kalle","Holm, J. & Thorsberg, K.",False,
"Holm, Jenny & Ählström, Jan","Holm, J. & Ählström, J.",False,
"Holm, Jenny, Wilson, Lars & Aspeborg, Håkan","Holm, J., Wilson, L. & Aspeborg, H.",False,
"Holm, Lena","Holm, L.",False,
"Holm, Olof","Holm, O.",False,
"Holmqvist, Magnus","Holmqvist, M.",False,
"Holmqvist, Sverker","Holmqvist, S.",False,
"Holmqvist, Wilhelm (red)","Holmqvist, W. (ed.)",False,editor
"Holmqvist-Olausson, Lena","Holmqvist-Olausson, L.",False,
"Hovanta, Elise","Hovanta, E.",False,
"Hovanta, Elise & Grop, Niklas","Hovanta, E. & Grop, N.",False,
"Hristova, Ivanka m fl","Hristova, I. et al.",False,et_al
"Hultberg, Ulf","Hultberg, U.",False,
"Hulth, Helena","Hulth, H.",False,
"Hulth, Helena & Andersson, Fredrk","Hulth, H. & Andersson, F.",False,
"Hulth, Helena & lLndström, Jens","Hulth, H. & lLndström, J.",False,
"Hulth, helena","Hulth, H.",False,
"Hulting Lindgren, Caroline","Hulting Lindgren, C.",False,
"HultingLindgren, Caroline","HultingLindgren, C.",False,
"Hultqvist, Sofie","Hultqvist, S.",False,
"Hultqvist, Sonja & Håkansdotter, Lina","Hultqvist, S. & Håkansdotter, L.",False,
"Hyenstrand, Eva & Äijä, Karin","Hyenstrand, E. & Äijä, K.",False,
"Hyenstrand, Åke & Lehtosalo, Pirkko.Liisa","Hyenstrand, Å. & Lehtosalo, P.",False,
"Hyll, Natalie","Hyll, N.",False,
"Hyll, Nathalie","Hyll, N.",False,
"Hylén, Håkan","Hylén, H.",False,
"Hägerman, Britt-Mari","Hägerman, B.",False,
"Häggström, Anna Aulin","Häggström, A.",False,
"Häggström, Anna Aulin & Kalmar, Gabriella","Häggström, A. & Kalmar, G.",False,
"Häggström, Leif","Häggström, L.",False,
"Häringe Friberg, Kajsa & Renck, Anna Maria","Häringe Friberg, K. & Renck, A.",False,
"Häringe Frisberg, K., Larsson, F. & Seiler, A","Häringe Frisberg, K., Larsson, F. & Seiler, A.",False,
"Häringe, Kajsa","Häringe, K.",False,
"Häringe, Kajsa & Seiler, Anton","Häringe, K. & Seiler, A.",False,
"Häringe-Friberg, Kajsa & Göthberg, Hans","Häringe-Friberg, K. & Göthberg, H.",False,
"Håkansdotter, Lina","Håkansdotter, L.",False,
"Håkansdotter, Lina & Johansson, Thomas","Håkansdotter, L. & Johansson, T.",False,
"Håkansdotter, l., Nilsen, A. & Hellgren, M","Håkansdotter, L., Nilsen, A. & Hellgren, M.",False,
"Håkansson, Anders","Håkansson, A.",False,
"Håkansson, Sören","Håkansson, S.",False,
"Hålland Stenholm, A-M., Beronius Jörpeland, L., Lj","Hålland Stenholm, A-M., Beronius Jörpeland, L., Lj",True,odd_tokens
"Hållands, Ann-Mari","Hållands, A.",False,
"Hållans Stenholm, Ann-Mari m fl","Hållans Stenholm, A. et al.",False,et_al
"Hållans, Ann-Mari & Svensson, Kenneth","Hållans, A. & Svensson, K.",False,
"Hårding, Barbro","Hårding, B.",False,
"Höglund, Patrik","Höglund, P.",False,
"Högrell, Lotta & Skoglund, Peter","Högrell, L. & Skoglund, P.",False,
Hörfors Olle,"Hörfors, O.",False,no_comma
"Hörfors, Olle","Hörfors, O.",False,
"Hörfors, Olle & Persson, Hans","Hörfors, O. & Persson, H.",False,
"Ihr, Anna","Ihr, A.",False,
"Ingman-Sundberg, Caharina","Ingman-Sundberg, C.",False,
"Insulander, Ragnar","Insulander, R.",False,
Inventeringsbok,Inventeringsbok,True,no_comma
"Isedal, Eva & Olsson, Eva","Isedal, E. & Olsson, E.",False,
"Isendahl, Christian","Isendahl, C.",False,
"Jaanusson, H., Löfstrand, L. & Vahlne, G.*","Jaanusson, H., Löfstrand, L. & Vahlne, G.",False,
"Jaanusson, Hille","Jaanusson, H.",False,
"Jaanusson, Hille & Vahlne, Gunnel","Jaanusson, H. & Vahlne, G.",False,
"Jacobsson, B., Carlberg-Kriig, A-, Kriig, S-","Jacobsson, B., Carlberg-Kriig, A. & Kriig, S.",False,
"Jacobsson, Bengt","Jacobsson, B.",False,
"Jacobsson, Tomas","Jacobsson, T.",False,
"Jakobsson, Anna","Jakobsson, A.",False,
Jamtli samlingar,Jamtli samlingar,True,no_comma
"Jankavs, Peter","Jankavs, P.",False,
"Jansson, Kristina","Jansson, K.",False,
"Jansson, Kristina & Loretzon, Moa","Jansson, K. & Loretzon, M.",False,
"Jansson, Kristina & Ödeén, Anna","Jansson, K. & Ödeén, A.",False,
"Jansson, Kristins","Jansson, K.",False,
"Jeppsson, Annika","Jeppsson, A.",False,
"Jerand, Philip & Sjölander, Mattias","Jerand, P. & Sjölander, M.",False,
"Jerkemark, M., Lind, H., Olsson, H.","Jerkemark, M., Lind, H. & Olsson, H.",False,
"Jerkemark, Michael & Olsson, Hans","Jerkemark, M. & Olsson, H.",False,
"Johannessen, Ann-Cathrine","Johannessen, A.",False,
"Johannessen, Ann-Catrinee","Johannessen, A.",False,
"Johansson, A., Pettersson, S., Svensson, E.","Johansson, A., Pettersson, S. & Svensson, E.",False,
"Johansson, Annie","Johansson, A.",False,
"Johansson, Annie & Svensson, Jonas","Johansson, A. & Svensson, J.",False,
"Johansson, Annie & Öbrink, Mattias","Johansson, A. & Öbrink, M.",False,
"Johansson, Eirik & Bergstrand, Thomas","Johansson, E. & Bergstrand, T.",False,
"Johansson, Glen","Johansson, G.",False,
"Johansson, Glenn","Johansson, G.",False,
"Johansson, Glenn & Lindman, Gundela","Johansson, G. & Lindman, G.",False,
"Johansson, Glenn & Streiffert, Jörgen","Johansson, G. & Streiffert, J.",False,
"Johansson, Glenn & Ängeby, Gisela","Johansson, G. & Ängeby, G.",False,
"Johansson, Glenn m fl","Johansson, G. et al.",False,et_al
"Johansson, Lars G","Johansson, L.",False,
"Johansson, Lars G.","Johansson, L.",False,
"Johansson, Leif","Johansson, L.",False,
"Johansson, Mats","Johansson, M.",False,
"Johansson, Mattias","Johansson, M.",False,
"Johansson, Mattias & Karolina Karlsson","Johansson, Mattias & Karolina Karlsson",True,odd_tokens
"Johansson, Mattias & Sjöquist, Maria","Johansson, M. & Sjöquist, M.",False,
"Johansson, N., Streiffert, j. & Wranning, P (red)0","Johansson, N., Streiffert, J. & Wranning, P.",True,digits
"Johansson, Nils","Johansson, N.",False,
"Johansson, Nils m fl","Johansson, N. et al.",False,et_al
"Johansson, Thomas","Johansson, T.",False,
"Johansson, Thomas & Rudd, Petra","Johansson, T. & Rudd, P.",False,
"Johansson, n., Streiffert, j. & Wranning, P (red)","Johansson, N., Streiffert, J. & Wranning, P. (ed.)",False,editor
"Johansson, Åke","Johansson, Å.",False,
Johansson. Inga,"Johansson, I.",False,no_comma
Jonas Ros,"Jonas, R.",False,no_comma
"Jonsson, Anders","Jonsson, A.",False,
"Jonsson, Esbjörn","Jonsson, E.",False,
"Jonsson, K., Magnusson, G. & Millberg, P-O","Jonsson, K., Magnusson, G. & Millberg, P.",False,
"Jonsson, Kristina","Jonsson, K.",False,
"Jonsson, Kristina & Olofsson, Karl-Johan","Jonsson, K. & Olofsson, K.",False,
"Jonsson, Leif","Jonsson, L.",False,
"Jonsson, Leif & Wickerts-Jensen, Mari","Jonsson, L. & Wickerts-Jensen, M.",False,
"Jonsson, Leif, Weiler, Eva & Ullberg-Loh, Kajsa","Jonsson, L., Weiler, E. & Ullberg-Loh, K.",False,
"Jonsson, Leif, m fl","Jonsson, L. et al.",False,et_al
"Jonsson, Rebecka","Jonsson, R.",False,
"Jonsäter, Mats","Jonsäter, M.",False,
"Jonsäter, Mats m fl","Jonsäter, M. et al.",False,et_al
"Josefsson, L., Kullgren, I., Olsson, H.","Josefsson, L., Kullgren, I. & Olsson, H.",False,
"Junker, Ulla","Junker, U.",False,
"Jäderlund, Andrea","Jäderlund, A.",False,
"Jönsson, Amanda","Jönsson, A.",False,
"Jönsson, Lars","Jönsson, L.",False,
"Jönsson, Lars & Kockum, Jan","Jönsson, L. & Kockum, J.",False,
"Jönsson, Lars & Lövgren, Karin","Jönsson, L. & Lövgren, K.",False,
"Jönsson, Åsa","Jönsson, Å.",False,
"Jönsson, Åsa & Nylén, Alexandra","Jönsson, Å. & Nylén, A.",False,
"Jönsson, Åsa & Persson, Carl","Jönsson, Å. & Persson, C.",False,
"Jönsson, Åsa & Åstrand, Johan","Jönsson, Å. & Åstrand, J.",False,
"Jönsson-Kihlberg, Eva m fl","Jönsson-Kihlberg, E. et al.",False,et_al
"Jörnmark, Ulla m fl","Jörnmark, U. et al.",False,et_al
"Kadefors, Ola","Kadefors, O.",False,
"Kaelas, L., Cullberg, C., Sandberg, B.","Kaelas, L., Cullberg, C. & Sandberg, B.",False,
"Kaelas, Lily","Kaelas, L.",False,
"Kaelas, Lily (red)","Kaelas, L. (ed.)",False,editor
"Kaliff, Anders","Kaliff, A.",False,
"Kallerskog, Linnea","Kallerskog, L.",False,
"Kallerskog, Linnea & Kloo Andersson, Anna","Kallerskog, L. & Kloo Andersson, A.",False,
"Kalmar, Gabriella","Kalmar, G.",False,
"Kalmar, Gabriella & Toreld, Christina","Kalmar, G. & Toreld, C.",False,
"Karlenby, L., Graner, G. & Johannessen, A_C.","Karlenby, L., Graner, G. & Johannessen, A.",False,
"Karlenby, Leif","Karlenby, L.",False,
"Karlenby, Leif & Knabe, Ebba","Karlenby, L. & Knabe, E.",False,
"Karlenby, Leif & Naumanen, Anne","Karlenby, L. & Naumanen, A.",False,
"Karlenby, Leif (red)","Karlenby, L. (ed.)",False,editor
"Karlssno, Emma & Romedahl, Helén","Karlssno, E. & Romedahl, H.",False,
"Karlsson Lönn, Marianne","Karlsson Lönn, M.",False,
"Karlsson Lönn, Marianne & Gustafsson, Agneta","Karlsson Lönn, M. & Gustafsson, A.",False,
"Karlsson, Catarina","Karlsson, C.",False,
"Karlsson, Emma","Karlsson, E.",False,
"Karlsson, Emma & Lundberg, Anders","Karlsson, E. & Lundberg, A.",False,
"Karlsson, Emma & Romedahl, Helen","Karlsson, E. & Romedahl, H.",False,
"Karlsson, Emma & Räf, Erika","Karlsson, E. & Räf, E.",False,
"Karlsson, Johanna","Karlsson, J.",False,
"Karlsson, Karolina","Karlsson, K.",False,
"Karlsson, Karolina & Carlsson, Tom","Karlsson, K. & Carlsson, T.",False,
"Karlsson, Karolina & Lundin, Jon","Karlsson, K. & Lundin, J.",False,
"Karlsson, M & Lenntorp, K-M","Karlsson, M. & Lenntorp, K.",False,
"Karlsson, Martin","Karlsson, M.",False,
"Karlsson, Martin & Knabe, Ebba","Karlsson, M. & Knabe, E.",False,
"Karlsson, Pär & Stibéus, Magnus","Karlsson, P. & Stibéus, M.",False,
"Karlsson, S., Ragnesten.U & Westblom, J","Karlsson, S., Ragnesten.U & Westblom, J",True,odd_tokens
"Karlsson, Simon & Nilsson, Mats","Karlsson, S. & Nilsson, M.",False,
"Karlsson, Simon & Nordström, Willie","Karlsson, S. & Nordström, W.",False,
"Karlén, Malin","Karlén, M.",False,
"Karsten, Per","Karsten, P.",False,
"Kaupinnen, Emmy m fl","Kaupinnen, E. et al.",False,et_al
"Kauppinen, Emmy","Kauppinen, E.",False,
"Kegel, K., Sörman, A., Wessman, A. & Ling, J.","Kegel, K., Sörman, A., Wessman, A. & Ling, J.",False,
"Kegel, Karolina","Kegel, K.",False,
"Kennebjörk, Josefina","Kennebjörk, J.",False,
"Kennerbjörk, Josefina","Kennerbjörk, J.",False,
"Kihlberg, Eva Jönsson","Kihlberg, E.",False,
"Kihlstedt, B., Larsson, H. & Runeson, H.","Kihlstedt, B., Larsson, H. & Runeson, H.",False,
"Kihlstedt, Britta","Kihlstedt, B.",False,
"Kihlstedt, Britta & Pedersen, Ellen Anne","Kihlstedt, B. & Pedersen, E.",False,
"Kjellberg, Joakim","Kjellberg, J.",False,
"Kjellberg, Joakim & Skanser, Lisa","Kjellberg, J. & Skanser, L.",False,
"Kjellin, Anders","Kjellin, A.",False,
"Kjellin, Anders & Nordin, Petra","Kjellin, A. & Nordin, P.",False,
"Kjällquist, M., Emilsson, A. & Boethius, A.","Kjällquist, M., Emilsson, A. & Boethius, A.",False,
"Kjällquist, Mathilda & Wallebom, Björn","Kjällquist, M. & Wallebom, B.",False,
"Kjällquist, Matilda","Kjällquist, M.",False,
"Kjällquist, Matilda & Kronberg, Ola","Kjällquist, M. & Kronberg, O.",False,
"Klang, Lennart","Klang, L.",False,
"Klange, Johan","Klange, J.",False,
"Klange, Jonas","Klange, J.",False,
"Kling, Jörgen","Kling, J.",False,
"Knabe, Ebba","Knabe, E.",False,
"Knarrström, Annika","Knarrström, A.",False,
"Knarrström, Bo","Knarrström, B.",False,
"Knarrström, Bo & Wallin, Lasse","Knarrström, B. & Wallin, L.",False,
"Knutsson, Kjel & Lega, Johanna","Knutsson, K. & Lega, J.",False,
"Konsmar, Annika","Konsmar, A.",False,
"Konsmar, Annika & Ajneborn, Britt","Konsmar, A. & Ajneborn, B.",False,
"Konsmar, Annika & Menander, Hanna","Konsmar, A. & Menander, H.",False,
"Korpås, O., Johansson, M. & Ölund, A","Korpås, O., Johansson, M. & Ölund, A.",False,
"Korpås, Ola & Wikborg, Jonas","Korpås, O. & Wikborg, J.",False,
"Kraft, Anders","Kraft, A.",False,
"Kresa, Dan","Kresa, D.",False,
"Kriig Stefan & Pettersson, Claes","Kriig Stefan & Pettersson, Claes",True,odd_tokens
"Kristensson, Anna","Kristensson, A.",False,
"Kronberg, O., Billström, L. & Stark, K.","Kronberg, O., Billström, L. & Stark, K.",False,
"Kronberg, Ola","Kronberg, O.",False,
"Kyhlberg, Ola","Kyhlberg, O.",False,
"Källström, Liselott","Källström, L.",False,
"Källström, Magnus","Källström, M.",False,
"Källström, Magnus & Söderlund, Kerstin","Källström, M. & Söderlund, K.",False,
"Källström, Michael","Källström, M.",False,
"Källström, Mikael, Schulze, Hella","Källström, M. & Schulze, H.",False,
"Lagergren, A., Aspeborg, H. & Artursson, M.","Lagergren, A., Aspeborg, H. & Artursson, M.",False,
"Lagergren, Anna","Lagergren, A.",False,
"Lagergren-Olsson, Anna","Lagergren-Olsson, A.",False,
"Lagerstedt, Anna","Lagerstedt, A.",False,
"Lagerstedt, Anna & Lindwall, Linda","Lagerstedt, A. & Lindwall, L.",False,
"Lagerstedt, Anna & Spijkerman, Ingela","Lagerstedt, A. & Spijkerman, I.",False,
"Lagerstedt, Anna & Söderberg, Matthias","Lagerstedt, A. & Söderberg, M.",False,
"Lagerstedt, Anna & Södreberg, Matthias","Lagerstedt, A. & Södreberg, M.",False,
"Lamm, Jan Peder","Lamm, J.",False,
"Lamm, K., Reisborg, S., Kyhlberg, O. & Bertilsson,","Lamm, K., Reisborg, S., Kyhlberg, O. & Bertilsson",True,odd_tokens
"Landin, Maria & Rönnby, Johan","Landin, M. & Rönnby, J.",False,
"Lang, Robert Eriksson, Thomas&","Lang, Robert Eriksson, Thomas&",True,odd_tokens
"Lange, Ulrich","Lange, U.",False,
"Larsson, A., Papmehl-Dufay, L., Dardel, E. M fl","Larsson, A., Papmehl-Dufay, L. & Dardel, E. et al.",False,et_al
"Larsson, Birgitta & Runeson, Henrik-","Larsson, B. & Runeson, H.",False,
"Larsson, Ellinor","Larsson, E.",False,
"Larsson, Fredrik","Larsson, F.",False,
"Larsson, Fredrik & Englund, Mia","Larsson, F. & Englund, M.",False,
"Larsson, Fredrik & Hamilton, John","Larsson, F. & Hamilton, J.",False,
"Larsson, Fredrik (red)","Larsson, F. (ed.)",False,editor
"Larsson, Fredrik m fl","Larsson, F. et al.",False,et_al
"Larsson, G., Sundström, L & Guinard, M","Larsson, G., Sundström, L. & Guinard, M.",False,
"Larsson, Gunilla","Larsson, G.",False,
"Larsson, Hanna","Larsson, H.",False,
"Larsson, Lars","Larsson, L.",False,
"Larsson, Lars-Inge","Larsson, L.",False,
"Larsson, Lars-Inge & Åstrand, Johan","Larsson, L. & Åstrand, J.",False,
"Larsson, Lisa K","Larsson, L.",False,
"Larsson, Mats","Larsson, M.",False,
"Larsson, Rolf & Söderberg, Bengt","Larsson, R. & Söderberg, B.",False,
"Larsson, Sabina","Larsson, S.",False,
"Larsson, Sabina & Karlenby, Leif","Larsson, S. & Karlenby, L.",False,
"Larsson, Sabina & Rönngren, Johnny","Larsson, S. & Rönngren, J.",False,
"Lazarides,  Anton","Lazarides, A.",False,
"Lazarides, Anton","Lazarides, A.",False,
"Lega, Johanna","Lega, J.",False,
Leif Karlenby & Ebba Knabe,Leif Karlenby & Ebba Knabe,True,no_comma
Leif Karlenby & Erica Strengbom,Leif Karlenby & Erica Strengbom,True,no_comma
"Lekberg, Per (red)","Lekberg, P. (ed.)",False,editor
"Lennblad, A., Lennblad, A.& Ytterberg, N.","Lennblad, A., Lennblad, A. & Ytterberg, N.",False,
"Liahaugen, Sebastian","Liahaugen, S.",False,
"Liases, Katarina","Liases, K.",False,
"Liases, Katarina & Olsson, Robin","Liases, K. & Olsson, R.",False,
"Lidén, Hans A.","Lidén, H.",False,
"Liedgren, Lars","Liedgren, L.",False,
"Lihammar, Anna & Ählström, Jan","Lihammar, A. & Ählström, J.",False,
"Lihammer, Anna","Lihammer, A.",False,
"Lilja, Helén","Lilja, H.",False,
"Lindahl Jensen, Barbro","Lindahl Jensen, B.",False,
"Lindahl Jensen, Barbro & Nilsson, Maj-Lis","Lindahl Jensen, B. & Nilsson, M.",False,
"Lindberg, Karl Fredrik & Carlsson, Eva","Lindberg, K. & Carlsson, E.",False,
"Lindberg, Karl-Fredrik","Lindberg, K.",False,
