manual_species,count,match_level,sead_common_name,sead_species_name,kingdom,gbif_usage_key,gbif_canonical_name,gbif_rank,gbif_match_type,gbif_confidence,gbif_url,species_split_english,contributing_species_split,latin_text,ambiguous_genus_candidates,gbif_source,gbif_genus,gbif_family,gbif_order,gbif_kingdom,gbif_candidate,resolved_order,resolved_order_is_new,resolved_family,resolved_family_is_new,resolved_genus,resolved_genus_id,resolved_genus_is_new,resolved_species,resolved_scientific_name,taxon_id,taxon_id_is_new,matched_existing_taxon,blocked_by_existing_author_id,common_name_id,common_name_id_is_new,common_name_text,common_name_language,taxonomy_changes_needed,needs_manual_review,review_reason
delfin,2,animal (family),delfin,,Animalia,5314.0,Delphinidae,FAMILY,EXACT,96.0,https://www.gbif.org/species/5314,Dolphin,delfin,delfin,,carried-over (species_split_taxa_gbif_matches.csv),,Delphinidae,Cetacea,Animalia,Delphinidae,Cetacea,True,Delphinidae,True,Delphinidae indet,16769,True,indet.,Delphinidae indet indet.,47062,True,False,False,4353,True,delfin,2,new order 'Cetacea'; new family 'Delphinidae'; new genus 'Delphinidae indet'; new taxon 'Delphinidae indet indet.' (author_id NULL); new Swedish common name 'delfin',False,
hirs,2,species (common name),hirs,Panicum miliaceum,Plantae,2705090.0,Panicum miliaceum,SPECIES,EXACT,99.0,https://www.gbif.org/species/2705090,Brown Millet,hirs,hirs,,carried-over (species_split_taxa_gbif_matches.csv),Panicum,Poaceae,Poales,Plantae,Panicum miliaceum,Poales,False,Poaceae,False,Panicum,845,False,miliaceum,Panicum miliaceum,47063,True,False,True,4354,True,hirs,2,"new taxon 'Panicum miliaceum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hirs'",False,
hovdjur,2,,,,,,,,,,,,stort hovdjur,hovdjur,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
fläder,2,species (common name),fläder,Sambucus nigra,Plantae,2888728.0,Sambucus nigra,SPECIES,EXACT,99.0,https://www.gbif.org/species/2888728,Black Elder,fläder,fläder,,carried-over (species_split_taxa_gbif_matches.csv),Sambucus,Viburnaceae,Dipsacales,Plantae,Sambucus nigra,Alismatales,False,Alismataceae,False,Sambucus,9,False,nigra,Sambucus nigra,47064,True,False,True,4355,True,fläder,2,"new taxon 'Sambucus nigra' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'fläder'",False,
grönlandssäl,2,animal (common name),grönlandssäl,Pagophilus groenlandicus,Animalia,2434801.0,Pagophilus groenlandicus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2434801,Foca Pia,grönlandssäl,grönlandssäl,,carried-over (species_split_taxa_gbif_matches.csv),Pagophilus,Phocidae,Carnivora,Animalia,Pagophilus groenlandicus,Carnivora,True,Phocidae,True,Pagophilus,16770,True,groenlandicus,Pagophilus groenlandicus,47065,True,False,False,4356,True,grönlandssäl,2,new order 'Carnivora'; new family 'Phocidae'; new genus 'Pagophilus'; new taxon 'Pagophilus groenlandicus' (author_id NULL); new Swedish common name 'grönlandssäl',False,
amulettring?,2,,,,,,,,,,,,amulettring,amulettring,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
cf maloideae sp,2,,,,,,,,,,,,"cf maloideae, cf maloideae sp",maloideae,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
råglosta,2,species (common name),råglosta,Bromus secalinus,Plantae,2703717.0,Bromus secalinus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2703717,Cheat,råglosta,råglosta,,carried-over (species_split_taxa_gbif_matches.csv),Bromus,Poaceae,Poales,Plantae,Bromus secalinus,Poales,False,Poaceae,False,Bromus,791,False,secalinus,Bromus secalinus,18208,False,True,False,4357,True,råglosta,2,new Swedish common name 'råglosta',False,
starrfrukt,2,,,,,,,,,,,,"starrfrukt, starrfrukter",starrfrukt,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
nate,2,"genus (suffix, ambiguous)",,,,,,,,,,,nate,nate,"Groenlandia, Potamogeton",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Groenlandia, Potamogeton"
triticum sp,2,genus (latin),,,Plantae,2706388.0,Triticum,GENUS,EXACT,96.0,https://www.gbif.org/species/2706388,Wheat,triticum sp,triticum,,carried-over (species_split_taxa_gbif_matches.csv),Triticum,Poaceae,Poales,Plantae,Triticum,Poales,False,Poaceae,False,Triticum,875,False,spp.,Triticum spp.,18240,False,True,False,4358,True,Wheat,1,new English common name 'Wheat',False,
try,2,"genus (suffix, ambiguous)",,,,,,,,,,,try,try,"Lonicera, Weigela",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Lonicera, Weigela"
idisslare,2,gbif only (no prior SEAD anchor),,,Animalia,159939909,Ruminantia,SUBORDER,VERNACULAR,,,,idisslare,idisslare,,species/search (vernacular),,,Artiodactyla,Animalia,,Artiodactyla,True,Artiodactyla indet,True,Artiodactyla indet indet,16771,True,indet.,Artiodactyla indet indet indet.,47066,True,False,False,4359,True,idisslare,2,new order 'Artiodactyla'; new family 'Artiodactyla indet'; new genus 'Artiodactyla indet indet'; new taxon 'Artiodactyla indet indet indet.' (author_id NULL); new Swedish common name 'idisslare',True,weak GBIF match (VERNACULAR)
katt,2,animal (common name),katt,Felis catus,Animalia,2435035.0,Felis catus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2435035,Alley Cat,katt,katt,,carried-over (species_split_taxa_gbif_matches.csv),Felis,Felidae,Carnivora,Animalia,Felis catus,Carnivora,True,Felidae,True,Felis,16772,True,catus,Felis catus,47067,True,False,False,4360,True,katt,2,new order 'Carnivora'; new family 'Felidae'; new genus 'Felis'; new taxon 'Felis catus' (author_id NULL); new Swedish common name 'katt',False,
kalkbruk?,2,,,,,,,,,,,,kalkbruk,kalkbruk,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
kråkbär,2,species (common name),kråkbär,Empetrum nigrum ssp nigrum,Plantae,6387990.0,Empetrum nigrum nigrum,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/6387990,Crowberry,kråkbär,kråkbär,,carried-over (species_split_taxa_gbif_matches.csv),Empetrum,Ericaceae,Ericales,Plantae,Empetrum nigrum ssp nigrum,Ericales,False,Ericaceae,False,Empetrum,490,False,nigrum ssp nigrum,Empetrum nigrum ssp nigrum,2256,False,True,False,1740,False,kråkbär,2,,False,
cf populus sp,1,genus (latin),,,Plantae,3040183.0,Populus,GENUS,EXACT,96.0,https://www.gbif.org/species/3040183,"Aspen, Cottonwood, Poplar",cf populus sp,populus,,carried-over (species_split_taxa_gbif_matches.csv),Populus,Salicaceae,Malpighiales,Plantae,Populus,Salicales,False,Salicaceae,False,Populus,983,False,sp.,Populus sp.,39607,False,True,False,4304,True,"Aspen, Cottonwood, Poplar",1,"new English common name 'Aspen, Cottonwood, Poplar'",False,
cf corylus avellana,1,species (latin),,Corylus avellana,Plantae,2875979,Corylus avellana,SPECIES,EXACT,99,,Barcelona-nuts,cf corylus avellana,corylus avellana,,species/match,Corylus,Betulaceae,Fagales,Plantae,Corylus avellana,Fagales,False,Corylaceae,False,Corylus,432,False,avellana,Corylus avellana,47011,True,False,True,4361,True,Barcelona-nuts,1,"new taxon 'Corylus avellana' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new English common name 'Barcelona-nuts'",False,
cf betula sp,1,genus (latin),,,Plantae,2875008.0,Betula,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2875008,Birch,cf betula sp,betula,,carried-over (species_split_taxa_gbif_matches.csv),Betula,Betulaceae,Fagales,Plantae,Betula,Fagales,False,Betulaceae,False,Betula,264,False,sp.,Betula sp.,18086,False,True,False,4362,True,Birch,1,new English common name 'Birch',False,
brännässla,1,species (common name),brännässla,Urtica dioica ssp dioica var dioica,Plantae,7300700.0,Urtica dioica dioica,VARIETY,EXACT,100.0,https://www.gbif.org/species/7300700,,brännässla,brännässla,,carried-over (species_split_taxa_gbif_matches.csv),Urtica,Urticaceae,Rosales,Plantae,Urtica dioica ssp dioica var dioica,Rosales,False,Urticaceae,False,Urtica,1063,False,dioica ssp dioica var dioica,Urtica dioica ssp dioica var dioica,5540,False,True,False,4195,False,brännässla,2,,False,
avenbok,1,species (common name),avenbok,Carpinus betulus,Plantae,2875818.0,Carpinus betulus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2875818,Caucasian Hornbeam,avenbok,avenbok,,carried-over (species_split_taxa_gbif_matches.csv),Carpinus,Betulaceae,Fagales,Plantae,Carpinus betulus,Fagales,False,Corylaceae,False,Carpinus,431,False,betulus,Carpinus betulus,47068,True,False,True,4363,True,avenbok,2,"new taxon 'Carpinus betulus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'avenbok'",False,
bivax?,1,,,,,,,,,,,,bivax,bivax,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
bitterpilört,1,species (common name),bitterpilört,Persicaria hydropiper,Plantae,8323622.0,Persicaria hydropiper,SPECIES,EXACT,99.0,https://www.gbif.org/species/8323622,Marshpepper Knotweed,bitterpilört,bitterpilört,,carried-over (species_split_taxa_gbif_matches.csv),Persicaria,Polygonaceae,Caryophyllales,Plantae,Persicaria hydropiper,Caryophyllales,False,Polygonaceae,False,Persicaria,894,False,hydropiper,Persicaria hydropiper,47069,True,False,True,4364,True,bitterpilört,2,"new taxon 'Persicaria hydropiper' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'bitterpilört'",False,
betula,1,genus (latin),,,Plantae,2875008.0,Betula,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2875008,Birch,betula,betula,,carried-over (species_split_taxa_gbif_matches.csv),Betula,Betulaceae,Fagales,Plantae,Betula,Fagales,False,Betulaceae,False,Betula,264,False,sp.,Betula sp.,18086,False,True,False,4362,True,Birch,1,new English common name 'Birch',False,
(sol)?,1,,,,,,,,,,,,(sol),(sol),,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
agn?,1,,,,,,,,,,,,agn,agn,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
aborrskinn,1,animal (common name),aborrskinn,Perca fluviatilis,Animalia,8140485.0,Perca fluviatilis,SPECIES,EXACT,100.0,https://www.gbif.org/species/8140485,Eurasian perch,aborrskinn,aborrskinn,,carried-over (species_split_taxa_gbif_matches.csv),Perca,Percidae,Perciformes,Animalia,Perca fluviatilis,Perciformes,True,Percidae,True,Perca,16773,True,fluviatilis,Perca fluviatilis,47070,True,False,False,4365,True,aborrskinn,2,new order 'Perciformes'; new family 'Percidae'; new genus 'Perca'; new taxon 'Perca fluviatilis' (author_id NULL); new Swedish common name 'aborrskinn',False,
bergssyra,1,gbif only (no prior SEAD anchor),,,Plantae,160025141,Rumex acetosella,SPECIES,VERNACULAR,,,,bergssyra,bergssyra,,species/search (vernacular),Rumex,Polygonaceae,Caryophyllales,Plantae,,Caryophyllales,False,Polygonaceae,False,Rumex,897,False,sp.,Rumex sp.,39600,False,True,False,4366,True,bergssyra,2,new Swedish common name 'bergssyra',True,weak GBIF match (VERNACULAR)
blandmaterial?,1,,,,,,,,,,,,blandmaterial,blandmaterial,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
dicoccum,1,,,,,,,,,,,,dicoccum,dicoccum,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
cyperaceae,1,genus (latin),,,Plantae,7708.0,Cyperaceae,FAMILY,EXACT,96.0,https://www.gbif.org/species/7708,Sedge,cyperaceae,cyperaceae,,carried-over (species_split_taxa_gbif_matches.csv),,Cyperaceae,Poales,Plantae,Cyperaceae,Poales,False,Cyperaceae,False,Cyperaceae,9797,False,indet.,Cyperaceae indet.,18169,False,True,False,4367,True,Sedge,1,new English common name 'Sedge',False,
dinkel,1,gbif only (no prior SEAD anchor),,,Plantae,159501969,Triticum spelta,SPECIES,VERNACULAR,,,,dinkel,dinkel,,species/search (vernacular),Triticum,Poaceae,Poales,Plantae,,Poales,False,Poaceae,False,Triticum,875,False,spp.,Triticum spp.,18240,False,True,False,4368,True,dinkel,2,new Swedish common name 'dinkel',True,weak GBIF match (VERNACULAR)
dån,1,"genus (suffix, ambiguous)",,,Plantae,160016506,Galeopsis,GENUS,VERNACULAR,,,,dån,dån,"Galeopsis, Leucas",species/search (vernacular),Galeopsis,Lamiaceae,Lamiales,Plantae,,Lamiales,False,Lamiaceae,False,Galeopsis,613,False,sp.,Galeopsis sp.,39585,False,True,False,4369,True,dån,2,new Swedish common name 'dån',True,"ambiguous genus suffix match, candidates: Galeopsis, Leucas; weak GBIF match (VERNACULAR)"
humle,1,species (common name),humle,Humulus lupulus,Plantae,2984535.0,Humulus lupulus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2984535,Bine,humle,humle,,carried-over (species_split_taxa_gbif_matches.csv),Humulus,Cannabaceae,Rosales,Plantae,Humulus lupulus,Rosales,False,Cannabaceae,False,Humulus,362,False,lupulus,Humulus lupulus,18210,False,True,False,4370,True,humle,2,new Swedish common name 'humle',False,
horn?,1,,,,,,,,,,,,horn,horn,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
hjortron,1,species (common name),hjortron,Rubus chamaemorus,Plantae,2998290.0,Rubus chamaemorus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2998290,Bake-apple,hjortron,hjortron,,carried-over (species_split_taxa_gbif_matches.csv),Rubus,Rosaceae,Rosales,Plantae,Rubus chamaemorus,Rosales,False,Rosaceae,False,Rubus,964,False,chamaemorus,Rubus chamaemorus,47071,True,False,True,4371,True,hjortron,2,"new taxon 'Rubus chamaemorus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hjortron'",False,
hampa,1,species (common name),hampa,Cannabis sativa,Plantae,5361880.0,Cannabis sativa,SPECIES,EXACT,100.0,https://www.gbif.org/species/5361880,Grass,hampa,hampa,,carried-over (species_split_taxa_gbif_matches.csv),Cannabis,Cannabaceae,Rosales,Plantae,Cannabis sativa,Rosales,False,Cannabaceae,False,Cannabis,361,False,sativa,Cannabis sativa,47072,True,False,True,4372,True,hampa,2,"new taxon 'Cannabis sativa' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'hampa'",False,
gåsört,1,species (common name),gåsört,Argentina anserina ssp anserina,Plantae,7272211.0,Argentina anserina anserina,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7272211,Silverweed Cinquefoil,gåsört,gåsört,,carried-over (species_split_taxa_gbif_matches.csv),Argentina,Rosaceae,Rosales,Plantae,Argentina anserina ssp anserina,Rosales,False,Rosaceae,False,Argentina,941,False,anserina ssp anserina,Argentina anserina ssp anserina,4611,False,True,False,3523,False,gåsört,2,,False,
fågel,1,,,,,,,,,,,,fågel,fågel,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
fårlort?,1,,,,,,,,,,,,fårlort,fårlort,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
gnagare,1,animal (order),gnagare,,Animalia,1459.0,Rodentia,ORDER,EXACT,96.0,https://www.gbif.org/species/1459,Rodent,gnagare,gnagare,,carried-over (species_split_taxa_gbif_matches.csv),,,Rodentia,Animalia,Rodentia,Rodentia,True,Rodentia indet,True,Rodentia indet indet,16774,True,indet.,Rodentia indet indet indet.,47073,True,False,False,4373,True,gnagare,2,new order 'Rodentia'; new family 'Rodentia indet'; new genus 'Rodentia indet indet'; new taxon 'Rodentia indet indet indet.' (author_id NULL); new Swedish common name 'gnagare',False,
fågelbär,1,gbif only (no prior SEAD anchor),,,Plantae,160021192,Prunus avium,SPECIES,VERNACULAR,,,Gean Cherry,fågelbär,fågelbär,,species/search (vernacular),Prunus,Rosaceae,Rosales,Plantae,,Rosales,False,Rosaceae,False,Prunus,960,False,indet.,Prunus indet.,47035,True,False,False,4374,True,fågelbär,2,new taxon 'Prunus indet.' (author_id NULL); new Swedish common name 'fågelbär',True,weak GBIF match (VERNACULAR)
furu,1,,,,,,,,,,,,furu,furu,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
cf avena sp,1,genus (latin),,,Plantae,2705282.0,Avena,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2705282,Oat,cf avena sp,avena,,carried-over (species_split_taxa_gbif_matches.csv),Avena,Poaceae,Poales,Plantae,Avena,Poales,False,Poaceae,False,Avena,786,False,sp.,Avena sp.,18032,False,True,False,4375,True,Oat,1,new English common name 'Oat',False,
ran,1,"genus (suffix, ambiguous)",,,,,,,,,,,ran,ran,"Abies, Picea, Pseudotsuga, Taxus",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Abies, Picea, Pseudotsuga, Taxus"
palsternacka,1,species (common name),palsternacka,Pastinaca sativa var sativa,Plantae,7508930.0,Pastinaca sativa sativa,VARIETY,EXACT,100.0,https://www.gbif.org/species/7508930,Wild Parsnip,palsternacka,palsternacka,,carried-over (species_split_taxa_gbif_matches.csv),Pastinaca,Apiaceae,Apiales,Plantae,Pastinaca sativa var sativa,Apiales,False,Apiaceae,False,Pastinaca,73,False,sativa var sativa,Pastinaca sativa var sativa,220,False,True,False,194,False,palsternacka,2,,False,
poaceae indet,1,genus (latin),,,Plantae,3073.0,Poaceae,FAMILY,EXACT,96.0,https://www.gbif.org/species/3073,Cereal,poaceae indet,poaceae,,carried-over (species_split_taxa_gbif_matches.csv),,Poaceae,Poales,Plantae,Poaceae,Poales,False,Poaceae,False,Poaceae,9776,False,indet.,Poaceae indet.,18009,False,True,False,4376,True,Cereal,1,new English common name 'Cereal',False,
nypon,1,,,,,,,,,,,,nypon,nypon,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
ogräs,1,,,,,,,,,,,,ogräs,ogräs,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
iris,1,genus (latin),,,Plantae,2748017.0,Iris,GENUS,EXACT,96.0,https://www.gbif.org/species/2748017,Iris,iris,iris,,carried-over (species_split_taxa_gbif_matches.csv),Iris,Iridaceae,Asparagales,Plantae,Iris,Asparagales,False,Iridaceae,False,Iris,597,False,indet.,Iris indet.,47074,True,False,False,4377,True,Iris,1,new taxon 'Iris indet.' (author_id NULL); new English common name 'Iris',False,
jlvträd?,1,,,,,,,,,,,,jlvträd,jlvträd,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
korgblommiga växter,1,,,,,,,,,,,,korgblommiga växter,korgblommiga växter,,,,,,,korgblommiga växter,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
kornell,1,genus (suffix-inferred),,,Plantae,3082226.0,Cornus,GENUS,EXACT,96.0,https://www.gbif.org/species/3082226,Dogwood,kornell,kornell,,carried-over (species_split_taxa_gbif_matches.csv),Cornus,Cornaceae,Cornales,Plantae,Cornus,Cornales,False,Cornaceae,False,Cornus,430,False,indet.,Cornus indet.,47075,True,False,False,4378,True,kornell,2,new taxon 'Cornus indet.' (author_id NULL); new Swedish common name 'kornell',False,
lager?,1,,,,,,,,,,,,lager,lager,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
hägg,1,species (common name),hägg,Prunus padus ssp padus,Plantae,8006007.0,Prunus padus padus,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/8006007,,hägg,hägg,,carried-over (species_split_taxa_gbif_matches.csv),Prunus,Rosaceae,Rosales,Plantae,Prunus padus ssp padus,Rosales,False,Rosaceae,False,Prunus,960,False,padus ssp padus,Prunus padus ssp padus,4761,False,True,False,3634,False,hägg,2,,False,
häst eller nötkreatur?,1,,,,,,,,,,,,häst eller nötkreatur,häst eller nötkreatur,,,,,,,häst eller nötkreatur,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
höna,1,animal (common name),höna,Gallus gallus domesticus,Animalia,9457155.0,Gallus gallus domesticus,FORM,EXACT,99.0,https://www.gbif.org/species/9457155,Domestic Chicken,höna,höna,,carried-over (species_split_taxa_gbif_matches.csv),Gallus,Phasianidae,Galliformes,Animalia,Gallus gallus domesticus,Galliformes,True,Phasianidae,True,Gallus,16775,True,gallus domesticus,Gallus gallus domesticus,47076,True,False,False,4379,True,höna,2,new order 'Galliformes'; new family 'Phasianidae'; new genus 'Gallus'; new taxon 'Gallus gallus domesticus' (author_id NULL); new Swedish common name 'höna',False,
målla,1,"genus (suffix, ambiguous)",,,,,,,,,,,målla,målla,"Atriplex, Axyris, Bassia, Chenopodium",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Atriplex, Axyris, Bassia, Chenopodium"
murgröna,1,species (common name),murgröna,Hedera helix,Plantae,8351737.0,Hedera helix,SPECIES,EXACT,99.0,https://www.gbif.org/species/8351737,Common Ivy,murgröna,murgröna,,carried-over (species_split_taxa_gbif_matches.csv),Hedera,Araliaceae,Apiales,Plantae,Hedera helix,Apiales,False,Araliaceae,False,Hedera,98,False,helix,Hedera helix,47077,True,False,True,4380,True,murgröna,2,"new taxon 'Hedera helix' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'murgröna'",False,
matrester?,1,,,,,,,,,,,,brända matrester,matrester,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
mossa,1,,,,,,,,,,,,mossa,mossa,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
mört,1,animal (common name),mört,Rutilus rutilus,Animalia,2359706.0,Rutilus rutilus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2359706,Common Roach,mört,mört,,carried-over (species_split_taxa_gbif_matches.csv),Rutilus,Cyprinidae,Cypriniformes,Animalia,Rutilus rutilus,Cypriniformes,True,Cyprinidae,True,Rutilus,16776,True,rutilus,Rutilus rutilus,47078,True,False,False,4381,True,mört,2,new order 'Cypriniformes'; new family 'Cyprinidae'; new genus 'Rutilus'; new taxon 'Rutilus rutilus' (author_id NULL); new Swedish common name 'mört',False,
kärrsköldpadda,1,animal (common name),kärrsköldpadda,Emys orbicularis,Animalia,8909809.0,Emys orbicularis,SPECIES,EXACT,100.0,https://www.gbif.org/species/8909809,European Pond Terrapin,kärrsköldpadda,kärrsköldpadda,,carried-over (species_split_taxa_gbif_matches.csv),Emys,Emydidae,,Animalia,Emys orbicularis,,False,Emydidae,True,Emys,16777,True,orbicularis,Emys orbicularis,47079,True,False,False,4382,True,kärrsköldpadda,2,new family 'Emydidae'; new genus 'Emys'; new taxon 'Emys orbicularis' (author_id NULL); new Swedish common name 'kärrsköldpadda',False,
lamm,1,animal (common name),lamm,Ovis aries,Animalia,2441110.0,Ovis aries,SPECIES,EXACT,99.0,https://www.gbif.org/species/2441110,Domestic Sheep,lamm,lamm,,carried-over (species_split_taxa_gbif_matches.csv),Ovis,Bovidae,Artiodactyla,Animalia,Ovis aries,Artiodactyla,True,Bovidae,True,Ovis,16754,True,aries,Ovis aries,47023,True,False,False,4383,True,lamm,2,new order 'Artiodactyla'; new family 'Bovidae'; new genus 'Ovis'; new taxon 'Ovis aries' (author_id NULL); new Swedish common name 'lamm',False,
markvegetation?,1,,,,,,,,,,,,bränd markvegetation,markvegetation,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
ros,1,"genus (suffix, ambiguous)",,,,,,,,,,,ros,ros,"Helianthus, Taraxacum, Rhododendron, Alcea, Nuphar, Nymphaea, Lathraea, Helleborus, Rosa",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Helianthus, Taraxacum, Rhododendron, Alcea, Nuphar, Nymphaea, Lathraea, Helleborus, Rosa"
revormstörel,1,species (common name),revormstörel,Euphorbia helioscopia,Plantae,3066367.0,Euphorbia helioscopia,SPECIES,EXACT,99.0,https://www.gbif.org/species/3066367,Madwoman's Milk,revormstörel,revormstörel,,carried-over (species_split_taxa_gbif_matches.csv),Euphorbia,Euphorbiaceae,Malpighiales,Plantae,Euphorbia helioscopia,Malpighiales,False,Euphorbiaceae,False,Euphorbia,504,False,helioscopia,Euphorbia helioscopia,47080,True,False,True,4384,True,revormstörel,2,"new taxon 'Euphorbia helioscopia' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'revormstörel'",False,
ramslök,1,species (common name),ramslök,Allium ursinum,Plantae,2857601.0,Allium ursinum,SPECIES,EXACT,100.0,https://www.gbif.org/species/2857601,,ramslök,ramslök,,carried-over (species_split_taxa_gbif_matches.csv),Allium,Amaryllidaceae,Asparagales,Plantae,Allium ursinum,Apiales,False,Araliaceae,False,Allium,20,False,ursinum,Allium ursinum,47081,True,False,True,4385,True,ramslök,2,"new taxon 'Allium ursinum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'ramslök'",False,
stenbär,1,species (common name),stenbär,Rubus saxatilis,Plantae,2992808.0,Rubus saxatilis,SPECIES,EXACT,99.0,https://www.gbif.org/species/2992808,Greenland thornless blackberry,stenbär,stenbär,,carried-over (species_split_taxa_gbif_matches.csv),Rubus,Rosaceae,Rosales,Plantae,Rubus saxatilis,Rosales,False,Rosaceae,False,Rubus,964,False,saxatilis,Rubus saxatilis,47082,True,False,True,4386,True,stenbär,2,"new taxon 'Rubus saxatilis' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'stenbär'",False,
stamknöl,1,,,,,,,,,,,,stamknöl,stamknöl,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
staeefrukter?,1,,,,,,,,,,,,staeefrukter,staeefrukter,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
skogsolvon,1,gbif only (no prior SEAD anchor),,,Plantae,160014689,Viburnum opulus,SPECIES,VERNACULAR,,,,skogsolvon,skogsolvon,,species/search (vernacular),Viburnum,Viburnaceae,Dipsacales,Plantae,,Dipsacales,False,Viburnaceae,True,Viburnum,10,False,indet.,Viburnum indet.,47083,True,False,False,4387,True,skogsolvon,2,new family 'Viburnaceae'; new taxon 'Viburnum indet.' (author_id NULL); new Swedish common name 'skogsolvon',True,weak GBIF match (VERNACULAR)
stål,1,,,,,,,,,,,,stål,stål,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
